emp_no,first_name,last_name,from_date,to_date,titles,dept_name
435555,Along,Cairo,1995-11-30,9999-01-01,Staff,Finance
435566,Licheng,Kawashima,1986-09-16,1991-09-16,Engineer,Development
435576,Urs,Felder,1989-09-03,1995-09-03,Engineer,Development
435587,Mohua,Narahari,1988-10-16,9999-01-01,Technique Leader,Production
435590,Adel,Hardjono,1997-12-26,9999-01-01,Senior Engineer,Development
435598,Remko,Peltason,1990-03-03,1995-03-03,Assistant Engineer,Development
435606,Kerhong,Aingworth,1992-03-02,1997-03-02,Engineer,Research
435611,Fabrizio,Shokrollahi,1985-08-28,1991-08-28,Engineer,Development
435617,Almudena,Broder,1988-05-25,1993-05-25,Engineer,Quality Management
435618,Bouchung,Riesenhuber,1989-12-06,1996-12-06,Engineer,Production
435623,Paraskevi,Demos,2001-04-15,9999-01-01,Senior Staff,Customer Service
435630,Dines,Baer,1994-07-29,9999-01-01,Senior Staff,Sales
435640,Zdislav,Kitai,1995-04-18,9999-01-01,Senior Staff,Sales
435645,Branimir,Hennings,1986-04-17,9999-01-01,Senior Engineer,Development
435666,Dmitry,Zhang,1987-12-28,9999-01-01,Technique Leader,Development
435679,Ravishankar,Herath,1989-09-04,1996-09-04,Engineer,Production
435690,Zhonghua,Wynblatt,1987-10-15,1992-10-14,Engineer,Quality Management
435691,Hinrich,Erev,1992-05-11,2000-05-11,Engineer,Development
435697,Miquel,McDermid,1985-03-23,1992-03-23,Engineer,Production
435713,Ortrun,Daescu,1988-02-06,9999-01-01,Technique Leader,Development
435719,Gritta,Sidou,1987-02-22,9999-01-01,Senior Staff,Customer Service
435720,Shahaf,Rijsenbrij,1998-03-03,9999-01-01,Engineer,Development
435729,Yuuichi,Kroft,1989-03-03,1995-03-03,Engineer,Quality Management
435753,Matk,Ratzlaff,1987-11-27,1996-11-26,Engineer,Quality Management
435775,Babette,Wiegley,1995-09-26,2001-09-25,Engineer,Production
435782,Shugo,Bolotov,1994-08-22,9999-01-01,Staff,Sales
435783,Guozhong,Ghazalie,1985-12-04,1992-12-04,Engineer,Development
435785,Yongmin,Validov,1994-04-08,9999-01-01,Senior Staff,Sales
435799,Gudjon,Kaiserswerth,1988-01-24,9999-01-01,Senior Staff,Sales
435806,Moie,Ventosa,1997-05-23,9999-01-01,Technique Leader,Production
435810,Fumiya,Deyuan,1987-04-26,1992-04-25,Engineer,Production
435812,Kazuhisa,Rosca,1988-10-10,1993-10-10,Engineer,Production
435819,Manton,Merey,1995-08-02,9999-01-01,Senior Staff,Human Resources
435827,Shimshon,Weisert,1992-04-21,1998-04-21,Engineer,Customer Service
435830,Yechiam,Zaumen,1986-10-23,9999-01-01,Senior Engineer,Development
435836,Basil,Delgrande,1994-01-12,9999-01-01,Senior Staff,Marketing
435842,Nigel,Wroclawski,1992-12-26,9999-01-01,Senior Staff,Customer Service
435843,Fei,Gammage,1991-10-13,9999-01-01,Senior Staff,Research
435851,Tru,Asser,1992-09-18,1998-09-18,Engineer,Development
435856,Yurij,Morrow,1997-07-17,9999-01-01,Senior Staff,Customer Service
435880,Kwangsub,Giarratana,1993-11-11,1998-11-11,Engineer,Production
435893,Charlene,Byoun,1999-09-04,9999-01-01,Engineer,Development
435911,Patricia,Perez,1998-01-18,9999-01-01,Senior Staff,Sales
435916,Cullen,Murtha,1985-03-02,1991-03-02,Engineer,Quality Management
435952,Toshimi,Back,1993-03-12,9999-01-01,Senior Engineer,Production
435967,Izaskun,Schneeberger,1992-03-22,1997-03-22,Engineer,Production
435980,Toney,Rando,1999-02-25,9999-01-01,Senior Staff,Sales
435992,Kish,Herber,1986-01-27,9999-01-01,Senior Engineer,Production
435995,Jovan,Anger,1987-06-23,1996-06-22,Engineer,Development
435998,Ymte,Wrigley,1986-11-12,9999-01-01,Technique Leader,Development
436001,Guenter,Restivo,1988-12-22,9999-01-01,Senior Engineer,Production
436002,Kazuyasu,Takanami,1986-05-26,1993-05-26,Assistant Engineer,Production
436005,Kristen,Poupard,1988-01-18,9999-01-01,Senior Engineer,Development
436007,Wonhee,Soicher,1987-12-01,9999-01-01,Senior Staff,Customer Service
436008,Jordanka,Hasenauer,1997-08-26,9999-01-01,Staff,Marketing
436016,Uma,Shokrollahi,1988-10-05,9999-01-01,Senior Engineer,Production
436020,Rutger,Wielonsky,1987-07-29,1994-07-29,Engineer,Development
436031,Jaques,Schmezko,1985-11-25,1990-11-25,Engineer,Development
436049,Golgen,Schmiedel,1997-09-12,9999-01-01,Staff,Customer Service
436050,Christophe,Emiris,1990-03-07,1997-03-07,Assistant Engineer,Development
436061,Ekawit,Ressouche,1993-12-03,1998-12-03,Engineer,Quality Management
436062,Kshitij,Ibel,1994-08-02,9999-01-01,Senior Staff,Sales
436069,Xumin,Spieker,1985-10-30,1992-10-30,Engineer,Development
436073,Pranjal,Lyonns,1987-03-10,1993-03-09,Assistant Engineer,Development
436074,Jessie,Morrow,1991-02-07,1999-02-07,Engineer,Development
436077,Mabo,Macedo,1991-02-11,9999-01-01,Senior Staff,Sales
436094,Mads,McDermid,1987-10-31,1993-10-30,Engineer,Production
436124,Padma,Binding,1986-09-04,1991-09-04,Engineer,Quality Management
436126,Janalee,Baek,1998-01-27,9999-01-01,Senior Staff,Customer Service
436130,Guenter,Lorys,1988-09-08,1993-09-08,Engineer,Development
436144,Mark,Morrow,1985-07-20,1992-07-20,Engineer,Development
436148,Basant,Cairo,1993-12-12,9999-01-01,Senior Staff,Sales
436156,Nectarios,Benaini,1999-11-18,9999-01-01,Assistant Engineer,Production
436178,Venkatesan,Ozery,1986-08-01,9999-01-01,Technique Leader,Production
436183,Geoffrey,Jakobus,1989-11-10,9999-01-01,Senior Staff,Customer Service
436188,Bedir,Bridgland,1986-08-13,9999-01-01,Technique Leader,Production
436191,Aram,Rajcani,1987-05-20,1994-05-20,Engineer,Research
436196,Kolar,Cherinka,1988-04-25,1996-04-25,Engineer,Production
436205,Rosita,Zielinski,1986-07-16,1993-07-16,Engineer,Production
436209,Manton,Kermarrec,1988-09-26,1993-09-26,Assistant Engineer,Production
436218,Gladys,Bergere,1996-07-01,9999-01-01,Engineer,Production
436225,Mani,Penz,1986-05-22,9999-01-01,Senior Engineer,Production
436243,Evgueni,Fujisaki,1994-10-27,9999-01-01,Senior Staff,Research
436254,Tsutomu,Bellone,1996-08-17,9999-01-01,Senior Staff,Sales
436302,Ymte,Schurmann,1991-03-17,9999-01-01,Senior Staff,Marketing
436304,Mohammed,Sommer,1986-07-19,1994-07-19,Engineer,Production
436307,Parke,Sambasivam,1985-11-18,9999-01-01,Senior Engineer,Quality Management
436319,Ramzi,Emmerich,1986-09-15,1995-09-15,Engineer,Development
436339,Berthier,Koblitz,1988-09-10,9999-01-01,Senior Engineer,Production
436342,Sreenivas,Lorho,1988-05-30,9999-01-01,Senior Staff,Sales
436344,Manibrata,Anily,1994-05-13,9999-01-01,Senior Staff,Customer Service
436372,Abdelkader,Leslie,1994-10-19,9999-01-01,Senior Staff,Sales
436394,Guther,Chappelet,1987-11-25,1992-11-24,Engineer,Development
436395,Percy,Meszaros,1986-10-24,1991-10-24,Engineer,Development
436419,Randi,Schapiro,1993-07-01,9999-01-01,Senior Staff,Sales
436431,Uriel,Hutton,1994-08-12,9999-01-01,Senior Staff,Sales
436433,Ibibia,Morrow,1985-12-17,1993-12-17,Engineer,Development
436442,Mang,Takanami,1999-03-18,9999-01-01,Assistant Engineer,Development
436446,Tze,Bazzichi,1993-03-03,9999-01-01,Senior Staff,Finance
436449,Tetsurou,Wilfing,1987-06-25,1995-06-25,Engineer,Development
436457,Wilmer,Deville,1999-08-12,9999-01-01,Staff,Sales
436467,Rafael,Edelhoff,1998-01-12,9999-01-01,Senior Staff,Sales
436473,Nakhoon,Braunmuhl,1996-09-05,9999-01-01,Senior Staff,Sales
436484,Florina,Dehkordi,1999-03-01,9999-01-01,Staff,Customer Service
436490,Hsiangchu,Willoner,1993-07-29,2000-07-29,Engineer,Development
436491,Marsja,Jakobus,1994-09-16,9999-01-01,Senior Staff,Research
436498,Nathalie,Falco,1986-02-21,9999-01-01,Senior Staff,Human Resources
436499,Charlene,Trachtenberg,1997-02-18,9999-01-01,Senior Staff,Customer Service
436508,Taegyun,Michaeli,1997-02-15,9999-01-01,Senior Staff,Finance
436514,Mahendra,Fritzsche,1994-04-11,9999-01-01,Senior Staff,Sales
436515,Djenana,Krone,1998-05-26,9999-01-01,Engineer,Quality Management
436525,Abdulah,Langford,1988-07-15,1997-07-15,Engineer,Development
436540,Bedrich,Ishibashi,1987-04-22,1993-04-21,Engineer,Production
436585,Adib,Pargas,1994-03-12,9999-01-01,Senior Staff,Customer Service
436599,Parke,Zhang,1998-08-31,9999-01-01,Staff,Customer Service
436603,Duro,Rodite,1996-06-12,9999-01-01,Senior Staff,Research
436612,Koldo,Kumaresan,1986-12-26,9999-01-01,Senior Engineer,Development
436615,Jolita,Lortz,1997-04-24,9999-01-01,Engineer,Development
436625,Shim,Pluym,1994-01-07,9999-01-01,Senior Staff,Finance
436635,Godehard,Levergood,1998-05-14,9999-01-01,Senior Staff,Customer Service
436639,Lidong,Krogh,1990-03-02,9999-01-01,Technique Leader,Development
436644,Boguslaw,Luks,1999-09-16,9999-01-01,Engineer,Production
436645,Gil,Pouyioutas,1988-03-25,1995-03-26,Engineer,Development
436646,Dante,Rotem,1998-11-08,9999-01-01,Engineer,Production
436651,Weijing,Birnbaum,1996-01-17,9999-01-01,Senior Staff,Sales
436652,Marek,Anger,1995-06-06,2000-06-05,Engineer,Production
436653,Anoosh,Siepmann,1991-08-29,2000-08-28,Engineer,Production
436656,Rimon,Joslin,1987-12-26,1996-12-25,Assistant Engineer,Production
436662,Mingzeng,Versino,1988-08-21,9999-01-01,Technique Leader,Production
436684,Alejandra,Molenkamp,1988-03-28,1993-03-28,Engineer,Production
436686,Yishay,Tiemann,1987-12-29,1993-12-28,Engineer,Production
436693,JoAnna,Sherertz,2001-12-23,9999-01-01,Senior Staff,Finance
436694,Katsuo,Rothe,1985-05-22,1990-05-22,Assistant Engineer,Production
436697,Xinan,Sanella,1989-03-15,1998-03-15,Engineer,Production
436698,Emdad,McClurg,1993-07-06,9999-01-01,Senior Staff,Customer Service
436705,Margareta,Spataro,1993-11-03,9999-01-01,Senior Staff,Marketing
436714,Gill,Lores,1999-04-22,9999-01-01,Senior Engineer,Development
436718,Poornachandra,Uchoa,1992-07-12,1998-07-12,Engineer,Production
436731,Berni,Uhrig,1999-09-17,9999-01-01,Staff,Customer Service
436744,Remzi,Luders,1992-03-23,9999-01-01,Senior Staff,Sales
436757,Guiseppe,Lunt,1986-03-16,1991-03-16,Engineer,Development
436792,Taizo,Luca,1994-01-18,9999-01-01,Senior Staff,Sales
436822,Nahid,Yavatkar,1987-09-01,9999-01-01,Technique Leader,Production
436836,Mads,Muchinsky,2000-02-01,9999-01-01,Senior Staff,Sales
436842,Tomofumi,Krzyzanowski,1986-07-22,9999-01-01,Senior Engineer,Development
436848,Nitsan,Naudin,1995-11-08,9999-01-01,Senior Staff,Human Resources
436869,Billie,Barinka,1986-11-19,1992-11-18,Engineer,Development
436886,Martins,Benzmuller,1987-12-18,1996-12-17,Engineer,Production
436893,Duro,Perko,1996-08-03,9999-01-01,Engineer,Development
436897,Shimshon,Gyorkos,1993-04-13,2000-04-13,Engineer,Production
436904,Tse,Fontan,1996-04-10,9999-01-01,Senior Staff,Finance
436909,Yuriy,Standera,1993-12-20,1999-12-20,Engineer,Quality Management
436913,Kauko,Luders,1987-07-05,1992-07-04,Engineer,Production
436965,Falguni,Leijenhorst,1986-06-22,1993-06-22,Engineer,Development
436969,Jianhua,Olano,1986-07-05,1995-07-05,Engineer,Production
436981,Satoru,Champarnaud,1990-01-22,9999-01-01,Senior Engineer,Quality Management
436991,Nikolaos,Ratnakar,1985-08-17,1994-08-17,Engineer,Production
437024,Ioana,Jullig,1988-07-27,9999-01-01,Senior Staff,Sales
437033,Gregory,Tsunoo,1993-04-27,2001-04-27,Engineer,Production
437039,Kaijung,Godskesen,1990-11-20,9999-01-01,Senior Staff,Sales
437045,Bojan,Yamaashi,1985-05-30,1992-05-30,Engineer,Production
437052,Baocai,Gill,1998-02-01,9999-01-01,Senior Staff,Research
437059,Jouni,Mahnke,1993-03-23,9999-01-01,Senior Staff,Sales
437074,Jiang,Falco,1997-11-13,9999-01-01,Engineer,Quality Management
437082,Hinrich,Cyne,1986-10-30,1994-10-30,Engineer,Production
437093,Otmar,Barvinok,1991-01-06,9999-01-01,Technique Leader,Production
437097,Salvador,Clemencon,1996-04-17,9999-01-01,Senior Staff,Sales
437098,Alassane,Gaughan,1987-06-24,1995-06-24,Assistant Engineer,Development
437101,Ramachenga,Birrer,1985-12-01,9999-01-01,Senior Staff,Customer Service
437103,Uno,Thimonier,1992-06-03,2001-06-03,Engineer,Production
437112,Kolar,Gerlach,1997-02-22,9999-01-01,Senior Staff,Human Resources
437120,Valeri,Tagansky,1997-12-12,9999-01-01,Technique Leader,Production
437123,Prodip,Shimshoni,1993-05-18,1998-05-18,Engineer,Development
437129,Shuho,Suessmith,1985-06-23,1990-06-23,Engineer,Production
437131,Duke,Veccia,1986-09-28,9999-01-01,Senior Staff,Research
437148,Elvis,Sambasivam,1986-09-05,1994-09-05,Engineer,Development
437159,Munehiko,Ritzmann,1988-09-01,9999-01-01,Senior Engineer,Development
437166,Gennady,Ariola,1985-02-23,1992-02-24,Assistant Engineer,Development
437178,Radhika,Suwa,1986-06-04,1994-06-04,Engineer,Production
437181,Hiroyasu,Stellhorn,1986-06-05,1991-06-05,Engineer,Development
437182,Shigeaki,Vecchio,1990-03-29,9999-01-01,Senior Staff,Human Resources
437191,Shmuel,Luca,1997-11-19,9999-01-01,Senior Staff,Human Resources
437195,Uno,Hettesheimer,1993-05-18,1999-05-18,Engineer,Development
437205,Godehard,Panangaden,1986-05-25,1993-05-25,Engineer,Development
437209,Nishit,Pero,1999-12-12,9999-01-01,Staff,Sales
437223,Syozo,Lorin,1992-01-31,9999-01-01,Senior Staff,Human Resources
437230,Theirry,Erie,1994-03-26,9999-01-01,Senior Staff,Research
437233,Beshir,Stroustrup,1988-06-13,1997-06-13,Engineer,Quality Management
437234,Gil,Sgarro,1993-11-02,9999-01-01,Senior Staff,Customer Service
437236,Remmert,Asrin,1999-07-15,9999-01-01,Staff,Sales
437241,Angus,Moffat,1994-05-28,9999-01-01,Senior Staff,Sales
437250,Zengping,Ratzlaff,1988-02-27,9999-01-01,Senior Staff,Marketing
437262,DAIDA,Pramanik,1988-06-30,1993-06-30,Engineer,Production
437266,Mack,Biran,1995-06-14,9999-01-01,Engineer,Development
437267,Seongbae,Dengi,1986-05-02,9999-01-01,Technique Leader,Production
437271,Nikolaus,Beutelspacher,1986-09-05,1991-09-05,Engineer,Development
437280,Khatoun,Khalil,1987-10-31,9999-01-01,Senior Engineer,Development
437289,Eirik,Makinen,1988-06-02,1996-06-02,Engineer,Production
437295,Shao,Solovay,1985-02-27,9999-01-01,Senior Staff,Sales
437298,Van,Msuda,1990-12-01,9999-01-01,Senior Staff,Research
437324,Luisa,Seghrouchni,1996-12-01,9999-01-01,Staff,Sales
437337,Marko,Klassen,1994-10-25,9999-01-01,Staff,Research
437348,Deborah,Emden,1987-01-23,1993-01-22,Engineer,Research
437389,Miomir,Ranft,1988-08-06,1996-08-06,Engineer,Production
437390,Taiji,Oxman,1988-03-01,9999-01-01,Senior Staff,Human Resources
437394,Krister,Bouloucos,1986-04-19,1995-04-19,Engineer,Quality Management
437396,Filipe,Pocchiola,1994-09-01,9999-01-01,Senior Staff,Human Resources
437405,Takahira,Nitta,1992-11-16,9999-01-01,Senior Engineer,Production
437409,Emdad,Emmerich,1988-06-09,1997-06-09,Engineer,Production
437412,Shahab,Shinomoto,1989-01-05,9999-01-01,Senior Staff,Sales
437413,Yurii,Gaughan,2000-04-17,9999-01-01,Senior Staff,Human Resources
437419,Navid,Ishibashi,1986-07-20,1995-07-20,Engineer,Production
437421,Rayond,Edelhoff,1986-03-13,1991-03-13,Assistant Engineer,Development
437422,Naftaly,Plavsic,1986-06-29,1991-06-29,Engineer,Development
437426,Lillian,Lenart,1988-05-27,9999-01-01,Senior Staff,Human Resources
437442,Muzhong,Delaune,1992-03-12,9999-01-01,Senior Staff,Sales
437446,Huai,Ratnaker,1994-08-08,9999-01-01,Senior Staff,Sales
437453,Gladys,Sabnani,1996-04-19,9999-01-01,Senior Staff,Sales
437455,Nikolaos,Marwedel,1988-01-22,9999-01-01,Senior Engineer,Development
437470,Rasiah,Bouloucos,1997-12-24,9999-01-01,Assistant Engineer,Development
437471,Zijian,Plesums,1997-01-05,9999-01-01,Senior Staff,Sales
437483,Adin,Callaway,1995-05-13,9999-01-01,Senior Staff,Customer Service
437494,Atilio,Usdin,1998-05-31,9999-01-01,Staff,Marketing
437502,Naftali,Schreiter,1985-04-23,1991-04-23,Engineer,Development
437507,Hiroyasu,Stasinski,1994-07-15,1999-07-15,Engineer,Development
437522,Denny,Stroustrup,1990-11-02,9999-01-01,Senior Staff,Customer Service
437523,Nahum,Vakili,1986-05-19,1992-05-18,Engineer,Development
437539,Owen,Fioravanti,1987-07-29,1994-07-29,Assistant Engineer,Research
437553,Zeljko,Baranowski,1992-05-03,9999-01-01,Senior Staff,Research
437566,Chuanyi,Landherr,1987-08-08,1996-08-07,Engineer,Development
437596,Lakshmi,Assaf,1988-01-24,1995-01-24,Engineer,Production
437603,Poornachandra,Lemarechal,1985-03-27,9999-01-01,Senior Staff,Customer Service
437608,Marko,Montemayor,1986-09-01,1991-09-01,Engineer,Development
437614,Minghong,Hoogerwoord,1996-11-07,9999-01-01,Engineer,Production
437632,Zvonko,Gyorkos,1993-10-14,9999-01-01,Engineer,Quality Management
437635,Maya,Garnick,1986-08-23,9999-01-01,Senior Engineer,Development
437639,Barun,Imataki,1986-07-29,9999-01-01,Senior Staff,Sales
437675,Suzette,Takanami,1989-03-04,9999-01-01,Senior Engineer,Development
437678,Val,Pocchiola,1995-06-01,2002-06-01,Engineer,Development
437679,Boutros,Linares,1985-07-29,1990-07-29,Engineer,Development
437689,Taizo,Pargas,1991-10-27,9999-01-01,Technique Leader,Development
437691,Make,Sichman,1988-03-07,1993-03-07,Engineer,Production
437706,Shen,Swick,1995-11-07,9999-01-01,Engineer,Quality Management
437712,Domenick,Angelopoulos,1987-05-02,9999-01-01,Senior Staff,Marketing
437768,Martial,Weedman,1987-03-30,9999-01-01,Senior Engineer,Quality Management
437794,Etsuo,Bage,1988-08-08,1996-08-08,Assistant Engineer,Production
437808,Nirmal,Yemenis,2000-08-24,9999-01-01,Senior Staff,Marketing
437811,Moti,Zeleznik,1986-03-21,9999-01-01,Senior Engineer,Production
437818,Fayez,Figueira,1995-04-08,9999-01-01,Staff,Research
437824,Georg,Peral,1986-05-23,1993-05-23,Engineer,Development
437830,Bezalel,Plotkin,1985-02-20,9999-01-01,Senior Staff,Sales
437838,Shooichi,Swiler,1996-11-17,9999-01-01,Staff,Research
437844,Marlo,Pero,1998-09-30,9999-01-01,Staff,Finance
437850,Ronnie,Vural,1987-03-17,1994-03-17,Engineer,Development
437852,Mingsen,Maliniak,1996-01-17,9999-01-01,Engineer,Quality Management
437865,Pascal,Noriega,1992-07-22,9999-01-01,Senior Staff,Research
437882,Salvador,Osgood,1987-02-13,1992-02-13,Engineer,Development
437883,Pantung,Kalafatis,1987-12-16,1996-12-15,Engineer,Development
437889,Dannz,Rosay,1997-02-01,9999-01-01,Senior Staff,Sales
437890,Tianruo,Bazzichi,1987-01-28,9999-01-01,Senior Engineer,Production
437892,Sushant,Lampe,1998-11-26,9999-01-01,Engineer,Development
437895,Kristen,Kavanagh,1985-09-04,9999-01-01,Technique Leader,Production
437915,Katsuo,Kroon,1991-01-09,9999-01-01,Technique Leader,Development
437950,Irena,Salinas,1986-05-21,1994-05-21,Engineer,Development
437954,Mong,Sinitsyn,1998-04-12,9999-01-01,Staff,Sales
437955,Kristin,Matteis,1996-11-16,2001-11-16,Assistant Engineer,Development
437981,Chanjung,Muhling,1996-03-15,9999-01-01,Senior Staff,Human Resources
437985,Reuven,Munke,1994-04-13,9999-01-01,Senior Staff,Sales
438010,Barna,Marsiglia,1986-01-23,1993-01-23,Engineer,Development
438040,Kauko,Pelz,1991-12-25,9999-01-01,Senior Staff,Research
438050,Foong,Waterhouse,1991-10-04,1997-10-03,Assistant Engineer,Production
438052,Beshir,Legleitner,1996-10-14,9999-01-01,Engineer,Development
438054,Sariel,Stentiford,1987-10-09,9999-01-01,Senior Staff,Finance
438055,Jamaludin,Thorelli,1998-03-19,9999-01-01,Staff,Marketing
438084,Bangqing,Kemmerer,1995-10-30,9999-01-01,Senior Engineer,Development
438096,Szabolcs,Szilard,1993-05-21,1999-05-21,Assistant Engineer,Quality Management
438105,Shen,Montemayor,1985-05-04,1992-05-04,Engineer,Production
438109,Masato,Kadhim,1986-02-15,9999-01-01,Senior Staff,Research
438126,Duke,Krichel,1987-01-15,9999-01-01,Senior Engineer,Development
438137,Manu,Lupu,2001-02-25,9999-01-01,Senior Staff,Human Resources
438150,Sanjeeva,Schlenzig,1986-08-24,9999-01-01,Senior Staff,Finance
438153,Fan,Akazan,1987-10-07,1995-10-07,Engineer,Production
438155,Arunachalam,Murtafg,1986-01-13,9999-01-01,Senior Staff,Customer Service
438160,Rayond,Pagter,1997-12-27,9999-01-01,Staff,Customer Service
438162,Mabry,Erdmenger,1993-02-08,9999-01-01,Senior Staff,Sales
438171,Oguz,Engberts,1992-02-12,9999-01-01,Senior Staff,Customer Service
438178,Stamatina,Denti,1995-03-03,9999-01-01,Senior Staff,Human Resources
438192,Keiichiro,Showalter,1993-08-23,9999-01-01,Senior Staff,Human Resources
438193,Martial,Chandrasekhar,1994-06-03,9999-01-01,Senior Engineer,Production
438207,Elvis,Adachi,1997-11-01,9999-01-01,Senior Staff,Marketing
438209,Lene,Feinberg,1992-09-30,9999-01-01,Senior Staff,Finance
438212,Fatemeh,Luce,1996-01-22,9999-01-01,Engineer,Production
438214,Lokesh,Tokunaga,1987-10-16,1995-10-16,Engineer,Development
438240,Yurii,Luce,1997-11-11,9999-01-01,Staff,Finance
438258,Arlette,Aumann,1988-06-13,9999-01-01,Technique Leader,Quality Management
438262,Giao,Pauthner,1985-12-19,1994-12-19,Engineer,Research
438266,Marjo,Gecsei,1996-06-16,9999-01-01,Staff,Human Resources
438267,Malu,Sichman,2002-04-14,9999-01-01,Senior Staff,Finance
438268,Hyuckchul,Mansanne,1999-04-06,9999-01-01,Senior Staff,Research
438269,Percy,Castellani,1986-04-08,1991-04-08,Engineer,Development
438288,Kshitij,Riesenhuber,1997-01-01,9999-01-01,Engineer,Production
438289,Kiyokazu,Collavizza,1998-03-07,9999-01-01,Staff,Sales
438296,Sajjad,Gist,1991-08-13,9999-01-01,Senior Staff,Marketing
438298,Elrique,Asrin,1985-08-09,9999-01-01,Senior Engineer,Development
438304,Jeane,Gilg,1993-12-17,9999-01-01,Senior Staff,Customer Service
438312,Menkae,Trachtenberg,1986-03-24,1991-03-24,Engineer,Development
438318,Saeed,Munawer,1997-01-13,9999-01-01,Staff,Customer Service
438330,Dinkar,Naumovich,1988-11-12,9999-01-01,Senior Engineer,Production
438340,Remco,Asser,1998-08-08,9999-01-01,Engineer,Production
438366,Yechezkel,Gubsky,1985-11-07,1994-11-07,Engineer,Development
438385,Kazuhisa,Zhiwei,1990-04-27,9999-01-01,Senior Staff,Research
438390,Shridhar,Leppanen,1986-06-20,1995-06-20,Engineer,Production
438393,Nahid,Pero,1987-05-05,9999-01-01,Senior Engineer,Quality Management
438397,Masanao,Schaap,1994-05-06,9999-01-01,Senior Staff,Human Resources
438404,Fumitake,Auria,2000-08-11,9999-01-01,Senior Staff,Customer Service
438408,Sadegh,Genther,1995-04-20,9999-01-01,Senior Staff,Marketing
438421,Danae,Pollacia,1991-04-06,9999-01-01,Senior Staff,Sales
438422,Sedat,Baby,1987-03-13,9999-01-01,Senior Engineer,Development
438429,Jiang,Zockler,1993-03-31,1999-03-31,Engineer,Development
438440,Kankanahalli,Hanratty,1987-12-18,1993-12-17,Engineer,Production
438441,Kiyokazu,Mahmud,1985-12-15,1992-12-15,Engineer,Development
438454,Duro,Caine,1988-07-21,1993-07-21,Engineer,Development
438455,Sachar,Speel,1988-07-19,1994-07-19,Engineer,Quality Management
438463,Alois,Hambrick,1996-03-28,9999-01-01,Senior Staff,Finance
438472,Kamakshi,Felder,1994-07-22,9999-01-01,Senior Engineer,Production
438483,Steve,Pettis,1991-11-02,9999-01-01,Senior Staff,Human Resources
438517,Matt,Uhrig,1986-11-05,1993-11-05,Engineer,Production
438519,Kyoichi,Fortenbacher,1988-07-23,1994-07-23,Engineer,Production
438521,Khalil,Manderick,1995-02-20,9999-01-01,Engineer,Production
438525,Theirry,Plessier,1995-12-13,9999-01-01,Senior Staff,Human Resources
438528,Bernt,Lowrie,1993-10-11,9999-01-01,Engineer,Development
438536,Jaideep,Snyers,1987-09-01,1992-08-31,Assistant Engineer,Production
438538,Sarita,Valtorta,1994-07-08,9999-01-01,Senior Engineer,Production
438541,Shichao,Waeselynck,2000-02-04,9999-01-01,Senior Staff,Customer Service
438544,Faiza,Lukaszewicz,1988-06-01,1995-06-02,Assistant Engineer,Production
438551,Randy,Vingron,1993-09-30,9999-01-01,Senior Staff,Sales
438552,Perry,Kavvadias,1993-03-16,9999-01-01,Senior Staff,Marketing
438570,Chikako,Androutsos,1985-02-16,1991-02-16,Engineer,Production
438578,Xiaobin,Ruther,1987-07-23,1996-07-22,Engineer,Development
438583,Tiina,Hambrick,1985-07-13,1993-07-13,Engineer,Quality Management
438584,Sangeeta,Pero,1985-05-28,9999-01-01,Senior Staff,Sales
438610,Soenke,Dulin,1994-09-25,9999-01-01,Senior Staff,Sales
438616,Ramya,Ciolek,1999-05-22,9999-01-01,Staff,Research
438619,Chiranjit,Sichman,1998-08-05,9999-01-01,Staff,Sales
438626,Shaunak,Roohalamini,1992-11-25,9999-01-01,Senior Staff,Sales
438644,Lene,Selenyi,1993-09-03,9999-01-01,Senior Staff,Human Resources
438657,Baziley,Bernatsky,1986-07-31,9999-01-01,Technique Leader,Development
438662,Pramod,Busillo,1994-07-22,9999-01-01,Senior Staff,Human Resources
438672,Phuoc,Murillo,1987-03-22,9999-01-01,Senior Engineer,Development
438676,Conal,Mikschl,1992-03-15,9999-01-01,Senior Staff,Sales
438704,Danai,Godskesen,1986-10-18,1994-10-18,Engineer,Production
438716,Marin,Schmiedel,1992-06-04,9999-01-01,Senior Staff,Sales
438718,Shin,Deville,1994-03-26,9999-01-01,Senior Staff,Sales
438726,Ewing,Serov,1996-08-13,9999-01-01,Staff,Sales
438737,Heping,Syrotiuk,1985-07-23,1992-07-23,Engineer,Development
438781,Kiyokazu,Thambidurai,1986-09-15,1991-09-15,Engineer,Quality Management
438787,Tomofumi,Wrigley,1985-03-01,1993-03-01,Engineer,Development
438792,Rasiah,Kawashimo,1993-12-20,9999-01-01,Engineer,Development
438799,Peer,Dengi,1990-02-24,9999-01-01,Senior Staff,Human Resources
438805,Eirik,Lalonde,1993-04-03,9999-01-01,Senior Engineer,Development
438808,Marsja,Serna,1992-04-01,2000-04-01,Engineer,Development
438835,Constantijn,Penz,1992-05-13,1999-05-14,Engineer,Production
438840,Moto,Honiden,1989-06-01,1998-06-01,Engineer,Development
438843,Luerbio,Lowrie,1986-02-02,1995-02-02,Engineer,Production
438848,Vishv,Marchesini,1985-12-17,1991-12-17,Engineer,Development
438862,Angus,Vrecion,1997-05-28,9999-01-01,Senior Engineer,Production
438871,Lein,Pettit,1985-11-26,9999-01-01,Senior Engineer,Production
438872,Miquel,Boudaillier,1988-12-22,1997-12-22,Engineer,Production
